Date,AvgReturn-dunn-capital-management--wma-program,AvgReturn-eckhardt-trading-company--evolution-strategy,AvgReturn-mak-capital--one-fund,AvgReturn-tim--trend-2,AvgReturn-winton-capital--futures-program,RankLabel-AvgReturn-dunn-capital-management--wma-program,Rank-AvgReturn-dunn-capital-management--wma-program,RankN-AvgReturn-dunn-capital-management--wma-program,RankLabel-AvgReturn-eckhardt-trading-company--evolution-strategy,Rank-AvgReturn-eckhardt-trading-company--evolution-strategy,RankN-AvgReturn-eckhardt-trading-company--evolution-strategy,RankLabel-AvgReturn-mak-capital--one-fund,Rank-AvgReturn-mak-capital--one-fund,RankN-AvgReturn-mak-capital--one-fund,RankLabel-AvgReturn-tim--trend-2,Rank-AvgReturn-tim--trend-2,RankN-AvgReturn-tim--trend-2,RankLabel-AvgReturn-winton-capital--futures-program,Rank-AvgReturn-winton-capital--futures-program,RankN-AvgReturn-winton-capital--futures-program
1996-10-31,0.01908888888888889,0.024909523809523812,,0.06154888888888888,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",,,
1996-11-30,0.020815172413793104,0.02630625,,0.06093695652173913,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",,,
1996-12-31,0.02018698630136986,0.025053846153846156,,0.058574468085106385,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",,,
1997-01-31,0.021262585034013605,0.026592424242424244,,0.05530625,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",,,
1997-02-28,0.021108783783783783,0.02722686567164179,,0.05535510204081633,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",,,
1997-03-31,0.021115436241610736,0.027797058823529414,,0.055526,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",,,
1997-04-30,0.020543333333333334,0.02757391304347826,,0.054190196078431375,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",,,
1997-05-31,0.020017880794701987,0.02745,,0.053932692307692306,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",,,
1997-06-30,0.02056907894736842,0.027822535211267607,,0.05227358490566037,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",,,
1997-07-31,0.02153529411764706,0.028711111111111114,,0.05288518518518518,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",,,
1997-08-31,0.020732467532467533,0.027754794520547944,,0.05231636363636363,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",,,
1997-09-30,0.02101483870967742,0.02825945945945946,,0.05464464285714286,,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",,,
1997-10-31,0.020839102564102565,0.027828,,0.057833333333333334,-0.1297,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",1stQ,0.0,"(-0.131, 0.0116]"
1997-11-30,0.02133184713375796,0.026996052631578945,,0.0569,-0.015050000000000008,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",1stQ,0.0,"(-0.131, 0.0116]"
1997-12-31,0.02129493670886076,0.02634025974025974,,0.06125254237288136,0.017766666666666663,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1998-01-31,0.021428301886792452,0.026614102564102564,,0.05853666666666667,0.017074999999999996,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1998-02-28,0.020963125,0.026591139240506333,,0.05586229508196721,0.020199999999999996,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1998-03-31,0.021080745341614908,0.025858750000000003,,0.053666129032258064,0.030199999999999994,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1998-04-30,0.02026851851851852,0.024901234567901234,,0.052663492063492065,0.023771428571428565,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1998-05-31,0.019852147239263804,0.0248280487804878,,0.05341875,0.0314625,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1998-06-30,0.019707926829268294,0.024718072289156626,,0.05500153846153846,0.03155555555555555,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1998-07-31,0.019505454545454545,0.024234523809523806,,0.05719545454545455,0.02975,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1998-08-31,0.021045180722891566,0.026923529411764707,,0.05729253731343283,0.0371,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1998-09-30,0.021888023952095808,0.02663139534883721,,0.055348529411764706,0.037774999999999996,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1998-10-31,0.021983333333333334,0.026370114942528736,,0.0528768115942029,0.030523076923076924,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1998-11-30,0.021041420118343195,0.02605340909090909,,0.0524,0.029185714285714284,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1998-12-31,0.020936470588235296,0.02583370786516854,,0.05140422535211268,0.03336666666666666,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1999-01-31,0.02004327485380117,0.02571222222222222,,0.05174444444444445,0.0303375,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1999-02-28,0.02015406976744186,0.025992307692307693,,0.055068493150684926,0.030641176470588238,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-03-31,0.02028150289017341,0.02503804347826087,,0.05573378378378378,0.026583333333333334,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-04-30,0.020399999999999998,0.024490322580645162,,0.056119999999999996,0.030494736842105265,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-05-31,0.020719428571428573,0.02397127659574468,,0.055477631578947376,0.02468,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-06-30,0.021147727272727273,0.023869473684210524,,0.05504415584415585,0.026033333333333332,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-07-31,0.021057627118644066,0.024160416666666667,,0.05702051282051281,0.02397272727272727,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-08-31,0.021263483146067415,0.023331958762886598,,0.056541772151898734,0.021347826086956522,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-09-30,0.021345810055865923,0.023431632653061224,,0.05538875,0.020391666666666666,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-10-31,0.020837777777777778,0.022906060606060607,,0.056133333333333334,0.017124,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
1999-11-30,0.020797237569060774,0.022681,,0.05437439024390244,0.021511538461538464,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
1999-12-31,0.020384065934065936,0.022384158415841585,,0.056865060240963855,0.024122222222222222,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
2000-01-31,0.020646994535519124,0.021954901960784312,,0.055820238095238096,0.02195357142857143,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
2000-02-29,0.020375,0.02168252427184466,,0.05308823529411765,0.0218,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2000-03-31,0.01932756756756757,0.0212875,,0.05231976744186047,0.02003,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2000-04-30,0.018559139784946235,0.021057142857142854,,0.05098620689655173,0.019877419354838707,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2000-05-31,0.018054010695187167,0.021035849056603773,,0.05367954545454545,0.0191,3rdQ,2,"(0.0164, 0.0181]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2000-06-30,0.017747872340425533,0.02070373831775701,,0.05702921348314607,0.018133333333333335,3rdQ,2,"(0.0164, 0.0181]",3rdQ,2.0,"(0.0168, 0.021]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
2000-07-31,0.017683597883597885,0.02026111111111111,,0.056593333333333336,0.016326470588235296,3rdQ,2,"(0.0164, 0.0181]",3rdQ,2.0,"(0.0168, 0.021]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
2000-08-31,0.017763684210526317,0.02011467889908257,,0.0554021978021978,0.016665714285714287,3rdQ,2,"(0.0164, 0.0181]",3rdQ,2.0,"(0.0168, 0.021]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
2000-09-30,0.01716282722513089,0.020066363636363636,,0.05593369565217392,0.014108333333333334,3rdQ,2,"(0.0164, 0.0181]",3rdQ,2.0,"(0.0168, 0.021]",,,,4thQ,3.0,"(0.055, 0.312]",2ndQ,1.0,"(0.0116, 0.0143]"
2000-10-31,0.0175484375,0.019960360360360363,,0.05397956989247312,0.014402702702702703,3rdQ,2,"(0.0164, 0.0181]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
2000-11-30,0.01891036269430052,0.02088035714285714,,0.05396063829787234,0.015892105263157895,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
2000-12-31,0.02032783505154639,0.021582300884955753,,0.05291157894736842,0.019597435897435896,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-01-31,0.02061948717948718,0.0215359649122807,,0.05161354166666667,0.0202525,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-02-28,0.02054234693877551,0.021255652173913044,,0.05344948453608247,0.019897560975609754,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-03-31,0.020755837563451774,0.02110689655172414,,0.054265306122448974,0.021204761904761903,4thQ,3,"(0.0181, 0.0583]",4thQ,3.0,"(0.021, 0.0718]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-04-30,0.020198484848484848,0.020885470085470086,,0.054561616161616165,0.019495348837209305,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-05-31,0.020051256281407037,0.020996610169491524,,0.054668999999999995,0.018297727272727275,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-06-30,0.019535499999999997,0.020544537815126048,,0.054314851485148516,0.017235555555555556,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-07-31,0.01944278606965174,0.020255000000000002,,0.05414705882352941,0.017017391304347824,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-08-31,0.019666831683168316,0.020572727272727274,,0.054158252427184465,0.016659574468085105,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-09-30,0.019625615763546798,0.020135245901639346,,0.054319230769230765,0.017245833333333332,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-10-31,0.020546078431372548,0.020425203252032523,,0.05358952380952381,0.019434693877551017,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-11-30,0.019298536585365855,0.02007016129032258,,0.054698113207547173,0.017534,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2001-12-31,0.019531553398058253,0.019970400000000003,,0.05666448598130842,0.016401960784313725,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
2002-01-31,0.01958357487922705,0.020025396825396825,,0.05629351851851852,0.014007692307692306,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,4thQ,3.0,"(0.055, 0.312]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-02-28,0.01910144230769231,0.01950944881889764,,0.05449633027522936,0.012584905660377357,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-03-31,0.019124401913875596,0.0192796875,,0.05404454545454545,0.01447037037037037,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
2002-04-30,0.01876142857142857,0.019434108527131785,,0.05536846846846847,0.01336,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,4thQ,3.0,"(0.055, 0.312]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-05-31,0.018928909952606637,0.01923230769230769,,0.05428660714285714,0.012442857142857143,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-06-30,0.019983018867924526,0.01928320610687023,,0.05358938053097345,0.013508771929824562,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-07-31,0.020584976525821596,0.019306818181818182,,0.0518780701754386,0.014101724137931034,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-08-31,0.02097943925233645,0.01913609022556391,,0.05237739130434782,0.014791525423728814,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",,,,3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
2002-09-30,0.02130511627906977,0.018917910447761196,0.01,0.05379051724137931,0.015781666666666666,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",2ndQ,1.0,"(0.00975, 0.011]",3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
2002-10-31,0.020638425925925928,0.01863703703703704,-0.012999999999999998,0.05411709401709401,0.014250819672131147,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",1stQ,0.0,"(-0.0227, 0.00975]",3rdQ,2.0,"(0.0438, 0.055]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-11-30,0.01995806451612903,0.018397058823529412,-0.021666666666666667,0.05515169491525424,0.01384516129032258,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",1stQ,0.0,"(-0.0227, 0.00975]",4thQ,3.0,"(0.055, 0.312]",2ndQ,1.0,"(0.0116, 0.0143]"
2002-12-31,0.020845412844036695,0.019050364963503652,-0.016,0.053950420168067226,0.01576190476190476,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",1stQ,0.0,"(-0.0227, 0.00975]",3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
2003-01-31,0.02106712328767123,0.01902536231884058,-0.005799999999999998,0.05430583333333334,0.01634375,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",1stQ,0.0,"(-0.0227, 0.00975]",3rdQ,2.0,"(0.0438, 0.055]",4thQ,3.0,"(0.0162, 0.0378]"
2003-02-28,0.021599999999999998,0.019410791366906478,-0.0011666666666666655,0.055349586776859507,0.01793076923076923,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",1stQ,0.0,"(-0.0227, 0.00975]",4thQ,3.0,"(0.055, 0.312]",4thQ,3.0,"(0.0162, 0.0378]"
2003-03-31,0.020486877828054296,0.019230714285714285,-0.0007142857142857132,0.0543172131147541,0.015971212121212122,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",1stQ,0.0,"(-0.0227, 0.00975]",3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
2003-04-30,0.020465315315315317,0.01911631205673759,-0.001124999999999999,0.054017073170731705,0.01604179104477612,4thQ,3,"(0.0181, 0.0583]",3rdQ,2.0,"(0.0168, 0.021]",1stQ,0.0,"(-0.0227, 0.00975]",3rdQ,2.0,"(0.0438, 0.055]",3rdQ,2.0,"(0.0143, 0.0162]"
