Date,AvgReturn-dunn-capital-management--wma-program,AvgReturn-eckhardt-trading-company--evolution-strategy,AvgReturn-mak-capital--one-fund,AvgReturn-tim--trend-2,AvgReturn-winton-capital--futures-program,RankLabel-AvgReturn-dunn-capital-management--wma-program,Rank-AvgReturn-dunn-capital-management--wma-program,RankN-AvgReturn-dunn-capital-management--wma-program,RankLabel-AvgReturn-eckhardt-trading-company--evolution-strategy,Rank-AvgReturn-eckhardt-trading-company--evolution-strategy,RankN-AvgReturn-eckhardt-trading-company--evolution-strategy,RankLabel-AvgReturn-mak-capital--one-fund,Rank-AvgReturn-mak-capital--one-fund,RankN-AvgReturn-mak-capital--one-fund,RankLabel-AvgReturn-tim--trend-2,Rank-AvgReturn-tim--trend-2,RankN-AvgReturn-tim--trend-2,RankLabel-AvgReturn-winton-capital--futures-program,Rank-AvgReturn-winton-capital--futures-program,RankN-AvgReturn-winton-capital--futures-program
2013-11-30,0.01576160458452722,0.012692910447761194,0.011051851851851853,0.039445999999999995,0.011556185567010309,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2013-12-31,0.015842285714285715,0.01273271375464684,0.01100735294117647,0.039309163346613545,0.011523589743589744,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-01-31,0.01567321937321937,0.012597407407407408,0.010978102189781022,0.03982896825396825,0.011360714285714286,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-02-28,0.015578693181818181,0.012813284132841328,0.011195652173913042,0.04167075098814229,0.011419289340101522,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2014-03-31,0.015480453257790369,0.012581617647058825,0.01102158273381295,0.04071692913385827,0.011332828282828283,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-04-30,0.015499717514124295,0.012561904761904762,0.010971428571428571,0.040626666666666665,0.011366834170854271,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-05-31,0.015390422535211268,0.012578832116788322,0.010872340425531915,0.040578125,0.011406000000000001,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-06-30,0.015460674157303372,0.012558545454545456,0.010640845070422535,0.040804669260700394,0.01135820895522388,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2014-07-31,0.015385994397759103,0.012355072463768116,0.010321678321678322,0.039890310077519385,0.011198514851485148,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-08-31,0.01561759776536313,0.012505415162454873,0.010097222222222223,0.03987142857142857,0.011339408866995073,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-09-30,0.015770194986072423,0.012502158273381294,0.010262068965517242,0.04019769230769231,0.01126470588235294,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2014-10-31,0.0157325,0.012652329749103942,0.010171232876712328,0.04188965517241379,0.011382926829268293,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2014-11-30,0.01606094182825485,0.012736785714285714,0.01065986394557823,0.04259847328244275,0.01158398058252427,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",2ndQ,1.0,"(0.0116, 0.0143]"
2014-12-31,0.016216022099447513,0.012744839857651246,0.010817567567567568,0.04288441064638784,0.011558937198067634,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",2ndQ,1.0,"(0.0116, 0.0143]"
2015-01-31,0.016406060606060605,0.012867021276595744,0.011174496644295302,0.04234734848484849,0.011642307692307693,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",2ndQ,1.0,"(0.0116, 0.0143]"
2015-02-28,0.01625467032967033,0.01280530035335689,0.010993333333333334,0.04201698113207548,0.011586124401913875,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",2ndQ,1.0,"(0.0116, 0.0143]"
2015-03-31,0.016464931506849318,0.012736971830985917,0.011165562913907284,0.041458646616541354,0.011628095238095238,3rdQ,2,"(0.0164, 0.0181]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",2ndQ,1.0,"(0.0116, 0.0143]"
2015-04-30,0.016125409836065575,0.012634035087719297,0.010717105263157894,0.041280149812734084,0.011419431279620853,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-05-31,0.01620817438692098,0.012664335664335663,0.010901960784313726,0.0423820895522388,0.011370754716981133,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-06-30,0.01587282608695652,0.01245226480836237,0.010805194805194806,0.04197174721189591,0.011169483568075116,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-07-31,0.016279674796747967,0.012416666666666666,0.010683870967741935,0.04178222222222222,0.011299532710280374,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-08-31,0.01617054054054054,0.012211418685121107,0.010794871794871794,0.04137490774907749,0.011048372093023255,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-09-30,0.016260916442048516,0.012274827586206896,0.010949044585987262,0.04175992647058824,0.01115787037037037,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-10-31,0.016113709677419354,0.012209278350515464,0.011132911392405062,0.041405128205128205,0.011041013824884793,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-11-30,0.016234048257372655,0.012222945205479452,0.011220125786163522,0.0419434306569343,0.011148165137614678,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2015-12-31,0.016077272727272728,0.011928327645051195,0.010875,0.04131345454545455,0.01102511415525114,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2016-01-31,0.016145333333333334,0.012151700680272109,0.010614906832298137,0.040444202898550725,0.011134545454545454,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2016-02-29,0.01616941489361702,0.012222372881355931,0.010493827160493827,0.04032779783393502,0.011163800904977376,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2016-03-31,0.016019363395225465,0.012109121621621621,0.010662576687116565,0.04062014388489209,0.010981981981981982,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2016-04-30,0.015887566137566138,0.01207878787878788,0.010957317073170731,0.04051935483870968,0.01086591928251121,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2016-05-31,0.01584986807387863,0.011969127516778524,0.010872727272727273,0.040171071428571424,0.010750446428571429,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2016-06-30,0.016135,0.01221438127090301,0.010987951807228917,0.04048042704626335,0.010934222222222222,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2016-07-31,0.016102624671916012,0.012172666666666667,0.011077844311377247,0.04074078014184398,0.010918141592920353,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2016-08-31,0.01596780104712042,0.011839867109634552,0.011125,0.040987985865724386,0.010794273127753303,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2016-09-30,0.015964229765013056,0.011733112582781457,0.011260355029585799,0.04166549295774648,0.01073377192982456,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2016-10-31,0.015605468749999999,0.011604950495049506,0.011047058823529412,0.04226105263157895,0.010571615720524018,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2016-11-30,0.015468311688311689,0.011608552631578947,0.010947368421052631,0.04185664335664336,0.010472173913043477,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2016-12-31,0.015484455958549224,0.011691147540983606,0.010965116279069766,0.042498954703832754,0.010491774891774892,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-01-31,0.0154312661498708,0.011540196078431372,0.011028901734104046,0.042466666666666666,0.010398275862068965,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-02-28,0.015542783505154638,0.011464495114006514,0.010971264367816091,0.04268096885813149,0.01045107296137339,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-03-31,0.01547866323907455,0.01136461038961039,0.010908571428571429,0.0423048275862069,0.010406837606837607,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-04-30,0.015431538461538462,0.011388349514563106,0.010857954545454546,0.04300171821305842,0.010332340425531916,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-05-31,0.015373145780051152,0.011358387096774194,0.010723163841807909,0.0422,0.010296610169491526,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-06-30,0.015253826530612245,0.01139710610932476,0.010601123595505618,0.041626962457337886,0.010174261603375527,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-07-31,0.015150381679389313,0.01134326923076923,0.010424581005586592,0.04199387755102041,0.010127310924369748,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-08-31,0.015099746192893402,0.011338019169329073,0.010477777777777777,0.04215627118644068,0.010192050209205022,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-09-30,0.0150673417721519,0.011296178343949045,0.01049171270718232,0.04190472972972973,0.01007875,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-10-31,0.01538560606060606,0.01137079365079365,0.010236263736263736,0.0411962962962963,0.010198340248962654,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-11-30,0.015431989924433249,0.011270253164556961,0.010174863387978142,0.04086107382550336,0.010169834710743801,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2017-12-31,0.01554748743718593,0.011341955835962146,0.010858695652173914,0.040706020066889635,0.010260493827160494,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",2ndQ,1.0,"(0.00975, 0.011]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2018-01-31,0.01577719298245614,0.011576100628930818,0.012286486486486487,0.04125433333333334,0.010376229508196722,2ndQ,1,"(0.0155, 0.0164]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-02-28,0.015246250000000001,0.011447021943573669,0.012150537634408603,0.04131860465116279,0.01010530612244898,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-03-31,0.015198753117206984,0.0113846875,0.012267379679144385,0.04109900662251656,0.010052845528455284,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-04-30,0.015305223880597015,0.011328660436137072,0.012574468085106382,0.04096765676567657,0.010081781376518219,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",3rdQ,2.0,"(0.011, 0.0128]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-05-31,0.015099007444168734,0.01124782608695652,0.01319047619047619,0.041057236842105264,0.009972580645161289,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-06-30,0.01509579207920792,0.011221052631578948,0.01341578947368421,0.04051475409836066,0.01008875502008032,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2018-07-31,0.015020493827160494,0.011291358024691358,0.014785340314136124,0.04105686274509804,0.0100616,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-08-31,0.015074876847290641,0.011520615384615384,0.014640624999999999,0.041231270358306184,0.01014980079681275,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-09-30,0.015102457002457003,0.011394478527607362,0.014740932642487048,0.04104058441558441,0.010262301587301587,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",2ndQ,1.0,"(0.0408, 0.0438]",1stQ,0.0,"(-0.131, 0.0116]"
2018-10-31,0.014772303921568627,0.011333639143730888,0.015025773195876288,0.040362135922330095,0.010000395256916997,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2018-11-30,0.01459315403422983,0.011278963414634146,0.01561025641025641,0.040219032258064516,0.009949999999999999,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2018-12-31,0.014654146341463416,0.0112,0.015816326530612244,0.04030546623794212,0.009978431372549019,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2019-01-31,0.014534793187347931,0.011173939393939394,0.015730964467005077,0.040163461538461544,0.009935546875,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
2019-02-28,0.014595631067961164,0.011242900302114804,0.01633838383838384,0.04024952076677316,0.009996498054474709,1stQ,0,"(-0.111, 0.0155]",1stQ,0.0,"(-0.011, 0.0136]",4thQ,3.0,"(0.0128, 0.0163]",1stQ,0.0,"(0.0372, 0.0408]",1stQ,0.0,"(-0.131, 0.0116]"
